Product Collection,Code Name,Vertical Segment,Processor Number,Status,Launch Date,Lithography,Included Items,# of Cores,# of Threads,Processor Base Frequency,Max Turbo Frequency,Cache,Intel® Turbo Boost Max Technology 3_0 Frequency ‡,TDP,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Intel® Deep Learning Boost (Intel® DL Boost),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3_0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Recommended Customer Price,Bus Speed,# of QPI Links,Product Brief,Instruction Set,PCI Express Configurations ‡,Intel® vPro™ Platform Eligibility ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Idle States,Intel® Smart Response Technology,Intel® Trusted Execution Technology ‡,Max Memory Bandwidth,TCASE,Package Size,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Processor Graphics ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,# of Displays Supported ‡,Intel® TSX-NI,Secure Key,Anti-Theft Technology,VID Voltage Range,Description,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Configurable TDP-up Frequency,Configurable TDP-up,Configurable TDP-down Frequency,Configurable TDP-down,4K Support,Max Resolution (HDMI 1_4)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Device ID,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Stable Image Platform Program (SIPP),Intel® Software Guard Extensions (Intel® SGX),Intel® OS Guard,Intel® Boot Guard,Execution Units,Intel® Clear Video Technology,Intel® Memory Protection Extensions (Intel® MPX),Max Resolution (VGA)‡,Use Conditions,eDRAM,Graphics Name‡,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Max Resolution (HDMI)‡,Vulkan*  Support,H_264 Hardware Encode/Decode,H_265 (HEVC) Hardware Encode/Decode,# of Displays Supported‡,Graphics Burst Frequency,Secure Boot,Intel® Virtualization Technology for Itanium (VT-i),Scenario Design Power (SDP),Additional Information URL,Expected Discontinuance,PCI Support,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6_0 Gb/s Ports,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Low Halogen Options Available,Intel® Matrix Storage Technology,Macrovision* License Required,Physical Address Extensions,Processing Die Size,# of Processing Die Transistors,FSB Parity,Burst Frequency,Integrated Wireless‡,Maximum Memory Speed,Interfaces Supported,Operating Temperature Range,Intel® Smart Idle Technology,Processor Single Core Base Frequency,Single Core TDP,# of UPI Links,Intel® Volume Management Device (VMD),Intel® Run Sure Technology,Mode-based Execute Control (MBE),Intel® Optane™ DC Persistent Memory Supported,Intel® Speed Select technology - Performance Profile,Intel® Speed Select technology - Base Frequency,Intel® Resource Director Technology (Intel® RDT),Integrated Intel® Omni-Path Architecture (Intel® OPA),Intel® Instruction Replay Technology,Supported FSBs,Integrated Intel® QuickAssist Technology,Intel® Quiet System Technology,Bracket Height,Baseband Functions,RF Transceiver,RF Transceiver Functions,Protocol Stack,Max Refresh Rate,Intel® Quick Resume Technology,Intel® AC97 Technology,Intel® I/O Acceleration Technology
Legacy Intel® Xeon® Processors,Products formerly Paxville,Server,7020,Discontinued,,90 nm,,2,,2.66 GHz,,2 MB L2 Cache,,165 W,No,View now,,,,No,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,667 MHz,,,64-bit,,,,Yes,,No,,76°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.2625V-1.4125V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2007,,,,,,,,,,,,,,,,,32-bit,206 mm2,230 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Paxville,Server,7030,Discontinued,,90 nm,,2,,2.80 GHz,,2 MB L2 Cache,,165 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,800 MHz,,,64-bit,,,,Yes,,No,,76°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.2625V-1.4125V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2007,,,,,,,,,,,,,,,,,,206 mm2,230 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,X6550,Discontinued,Q1'10,45 nm,,8,16,2.00 GHz,2.40 GHz,18 MB L3 Cache,,130 W,No,View now,,,,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,6.4 GT/s,,,,,,Yes,,,,,69°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E6540,Discontinued,Q1'10,45 nm,,6,12,2.00 GHz,2.27 GHz,18 MB L3 Cache,,105 W,No,View now,,,,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,6.4 GT/s,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E6510,Discontinued,Q1'10,,,4,8,1.73 GHz,1.73 GHz,12 MB L3 Cache,,105 W,No,View now,,,,,,,,FCLGA1567,,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,4.8 GT/s,,,,,,Yes,,,,,64°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5690,Discontinued,Q1'11,32 nm,,6,12,3.46 GHz,3.73 GHz,12 MB Intel® Smart Cache,,130 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,78.5°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5687,Discontinued,Q1'11,32 nm,,4,8,3.60 GHz,3.86 GHz,12 MB Intel® Smart Cache,,130 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,80.4°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5680,Discontinued,Q1'10,32 nm,,6,12,3.33 GHz,3.60 GHz,12 MB Intel® Smart Cache,,130 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,78.5°C,42.5mm x 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5677,Discontinued,Q1'10,32 nm,,4,8,3.46 GHz,3.73 GHz,12 MB Intel® Smart Cache,,130 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,80.4°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5675,Discontinued,Q1'11,32 nm,,6,12,3.06 GHz,3.46 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,81.3°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5672,Discontinued,Q1'11,32 nm,,4,8,3.20 GHz,3.60 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,82.9°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5670,Discontinued,Q1'10,32 nm,,6,12,2.93 GHz,3.33 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,81.3°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5667,Discontinued,Q1'10,32 nm,,4,8,3.06 GHz,3.46 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,82.9°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5660,Discontinued,Q1'10,32 nm,,6,12,2.80 GHz,3.20 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,81.3°C,42.5mmX45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5650,Discontinued,Q1'10,32 nm,,6,12,2.66 GHz,3.06 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,81.3°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5649,Launched,Q1'11,32 nm,,6,12,2.53 GHz,2.93 GHz,12 MB Intel® Smart Cache,,80 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,76.2°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5647,Discontinued,Q1'11,32 nm,,4,8,2.93 GHz,3.20 GHz,12 MB Intel® Smart Cache,,130 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,80.4°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5645,Launched,Q1'10,32 nm,,6,12,2.40 GHz,2.67 GHz,12 MB Intel® Smart Cache,,80 W,Yes,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,76.2°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,L5640,Discontinued,Q1'10,32 nm,,6,12,2.26 GHz,2.80 GHz,12 MB Intel® Smart Cache,,60 W,No,View now,288 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,32 GB/s,69.4°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5640,Discontinued,Q1'10,32 nm,,4,8,2.66 GHz,2.93 GHz,12 MB Intel® Smart Cache,,80 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,77.6°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,L5638,Launched,Q1'10,32 nm,,6,12,2.00 GHz,2.40 GHz,12 MB,,60 W,Yes,View now,,,,,,,,FCLGA1366,,,,,,,1.0,Yes,Yes,Yes,Yes,,,,Yes,,,5.86 GT/s,2,,,,,Yes,Yes,,Yes,,85°C,,,,,,,,,,,,,,,,,,1.0 - 1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,L5630,Discontinued,Q1'10,32 nm,,4,8,2.13 GHz,2.40 GHz,12 MB Intel® Smart Cache,,40 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,63.1°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5630,Discontinued,Q1'10,32 nm,,4,8,2.53 GHz,2.80 GHz,12 MB Intel® Smart Cache,,80 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,77.6°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5620,Launched,Q1'10,32 nm,,4,8,2.40 GHz,2.66 GHz,12 MB Intel® Smart Cache,,80 W,Yes,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,5.86 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,77.6°C,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,Server/Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,L5618,Launched,Q1'10,32 nm,,4,8,1.87 GHz,2.26 GHz,12 MB,,40 W,Yes,View now,,,,,,,,FCLGA1366,,,,,,,1.0,Yes,Yes,Yes,Yes,,,,Yes,,,5.86 GT/s,,,,,,Yes,Yes,,Yes,,87°C,,,,,,,,,,,,,,,,,,1.0 - 1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,L5609,Discontinued,Q1'10,32 nm,,4,4,1.86 GHz,1.86 GHz,12 MB Intel® Smart Cache,,40 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,No,No,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,4.8 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,63.1°C,42.5mm x 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5607,Launched,Q1'11,32 nm,,4,4,2.26 GHz,,8 MB Intel® Smart Cache,,80 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,No,No,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,4.8 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5606,Discontinued,Q1'11,32 nm,,4,4,2.13 GHz,,8 MB Intel® Smart Cache,,80 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,No,No,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,4.8 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EP,Server,E5506,Discontinued,Q1'09,45 nm,,4,4,2.13 GHz,,4 MB Intel® Smart Cache,,80 W,No,View now,144 GB,DDR3 800,3,Yes,,,,FCLGA1366,2,,,,,,No,No,Yes,Yes,Yes,,,Yes,,Yes,,4.8 GT/s,2,,64-bit,,,Yes,Yes,,No,19.2 GB/s,76°C,42.5mm x 45mm,Yes,,,,,,,,,,,,,,,,0.75V -1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,E5603,Discontinued,Q1'11,32 nm,,4,4,1.60 GHz,,4 MB Intel® Smart Cache,,80 W,No,View now,288 GB,DDR3 800/1066,3,Yes,,,,FCLGA1366,2,,,,,,No,No,Yes,Yes,Yes,Intel® SSE4.2,,Yes,Yes,Yes,,4.8 GT/s,2,,64-bit,,,Yes,Yes,,Yes,25.6 GB/s,,42.5mm X 45mm,Yes,No,,,,,,,,,,,,,,,0.750V-1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EP,Server,W5590,Discontinued,Q3'09,45 nm,,4,8,3.33 GHz,3.60 GHz,8 MB Intel® Smart Cache,,130 W,No,View now,144 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,,,,,,,1.0,Yes,Yes,Yes,Yes,,,Yes,No,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,No,32 GB/s,67°C,42.5mm x 45mm,Yes,,,,,,,,,,,,,,,,0.75V -1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,263 mm2,731 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EP,Server,W5580,Discontinued,Q1'09,45 nm,,4,8,3.20 GHz,3.46 GHz,8 MB Intel® Smart Cache,,130 W,No,View now,144 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,,,Yes,No,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,No,32 GB/s,67°C,42.5mm x 45mm,Yes,,,,,,,,,,,,,,,,0.75V -1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,263 mm2,731 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EP,Server,X5570,Discontinued,Q1'09,45 nm,,4,8,2.93 GHz,3.33 GHz,8 MB Intel® Smart Cache,,95 W,No,View now,144 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,,,Yes,,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,No,32 GB/s,75°C,42.5mm x 45mm,Yes,,,,,,,,,,,,,,,,0.75V -1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,263 mm2,731 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EP,Server,X5560,Discontinued,Q1'09,45 nm,,4,8,2.80 GHz,3.20 GHz,8 MB Intel® Smart Cache,,95 W,No,View now,144 GB,DDR3 800/1066/1333,3,Yes,,,,FCLGA1366,2,,,,,,1.0,Yes,Yes,Yes,Yes,,,Yes,,Yes,,6.4 GT/s,2,,64-bit,,,Yes,Yes,,No,32 GB/s,75°C,42.5mm x 45mm,Yes,,,,,,,,,,,,,,,,0.75V -1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-bit,263 mm2,731 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
